"[44, 15, -39]","[54, -6, -28]","[46, 49, 19]","[46, 49, 19]","[54, -6, -28]","[44, 15, -39]",2,purple,split
"[86, -84, 79]","[52, 59, 55]","[37, 35, -63]","[86, -84, 79]","[37, 35, -63]","[52, 59, 55]",0,green,far
"[46, 43, 23]","[51, 12, 2]","[81, -78, 71]","[46, 43, 23]","[81, -78, 71]","[51, 12, 2]",0,red,split
"[47, 41, -35]","[73, -49, 12]","[47, 30, 10]","[47, 41, -35]","[47, 30, 10]","[73, -49, 12]",0,purple,far
"[53, 48, 50]","[48, 23, -69]","[44, 73, -68]","[44, 73, -68]","[53, 48, 50]","[48, 23, -69]",1,orange,far
"[54, -2, -1]","[45, 46, -42]","[49, 46, -24]","[49, 46, -24]","[54, -2, -1]","[45, 46, -42]",1,gray,close
"[54, 2, 7]","[79, -72, 72]","[47, 30, 9]","[54, 2, 7]","[47, 30, 9]","[79, -72, 72]",0,gray,far
"[55, -4, 0]","[34, 49, -74]","[81, -74, 55]","[81, -74, 55]","[34, 49, -74]","[55, -4, 0]",2,gray,far
"[52, 6, -5]","[47, 30, 11]","[49, 22, 12]","[47, 30, 11]","[52, 6, -5]","[49, 22, 12]",1,gray,close
"[46, 29, -32]","[65, 34, 69]","[56, -15, 8]","[46, 29, -32]","[56, -15, 8]","[65, 34, 69]",0,purple,far
"[35, 67, -86]","[45, 74, -66]","[54, 5, 11]","[54, 5, 11]","[45, 74, -66]","[35, 67, -86]",2,blue,split
"[48, 5, -23]","[49, 27, -22]","[66, -21, 39]","[49, 27, -22]","[66, -21, 39]","[48, 5, -23]",2,blue,split
"[46, 42, 10]","[36, 45, -67]","[66, -39, 12]","[36, 45, -67]","[66, -39, 12]","[46, 42, 10]",2,pink,far
"[80, -63, 28]","[51, 78, -16]","[51, 3, -7]","[80, -63, 28]","[51, 78, -16]","[51, 3, -7]",0,turquoise,far
"[81, -78, 75]","[50, 13, 6]","[76, -11, 67]","[50, 13, 6]","[76, -11, 67]","[81, -78, 75]",2,green,far
"[41, 30, -47]","[47, 48, -39]","[48, 68, -51]","[48, 68, -51]","[41, 30, -47]","[47, 48, -39]",1,blue,close
"[52, 3, -6]","[56, 89, -23]","[88, -62, 14]","[52, 3, -6]","[88, -62, 14]","[56, 89, -23]",0,gray,far
"[48, 36, 22]","[49, 37, -20]","[62, -15, -34]","[48, 36, 22]","[49, 37, -20]","[62, -15, -34]",0,red,far
"[76, -63, 34]","[44, 16, -45]","[56, 54, 61]","[56, 54, 61]","[44, 16, -45]","[76, -63, 34]",2,green,far
"[68, -28, -20]","[66, -48, 45]","[47, 21, -24]","[47, 21, -24]","[68, -28, -20]","[66, -48, 45]",1,blue,far
"[56, -16, 12]","[81, -61, 22]","[51, 54, 48]","[56, -16, 12]","[81, -61, 22]","[51, 54, 48]",0,gray,far
"[46, 49, 13]","[49, 22, -2]","[46, 30, -75]","[46, 49, 13]","[46, 30, -75]","[49, 22, -2]",0,red,split
"[60, -18, -13]","[53, 1, 1]","[63, 7, 46]","[63, 7, 46]","[60, -18, -13]","[53, 1, 1]",1,blue,split
"[37, 73, -87]","[39, 52, -90]","[89, -52, -6]","[89, -52, -6]","[37, 73, -87]","[39, 52, -90]",1,purple,split
"[48, 50, -21]","[56, 21, 39]","[48, 7, -19]","[56, 21, 39]","[48, 50, -21]","[48, 7, -19]",1,pink,far
"[42, 75, -75]","[35, 45, -74]","[53, 81, 4]","[35, 45, -74]","[42, 75, -75]","[53, 81, 4]",1,purple,split
"[63, -28, 1]","[58, -9, 15]","[59, -26, 17]","[63, -28, 1]","[59, -26, 17]","[58, -9, 15]",0,blue,close
"[85, -47, 81]","[57, 3, 20]","[37, 79, -97]","[37, 79, -97]","[57, 3, 20]","[85, -47, 81]",2,green,far
"[54, 9, 17]","[34, 73, -95]","[54, 65, 62]","[54, 65, 62]","[54, 9, 17]","[34, 73, -95]",1,brown,far
"[43, 22, -57]","[60, 12, 41]","[77, -62, 31]","[43, 22, -57]","[77, -62, 31]","[60, 12, 41]",0,blue,far
"[65, -1, 46]","[56, 7, 22]","[50, 75, -51]","[56, 7, 22]","[50, 75, -51]","[65, -1, 46]",2,gold,split
"[63, -3, -52]","[43, 67, -62]","[50, 74, 56]","[63, -3, -52]","[50, 74, 56]","[43, 67, -62]",0,blue,far
"[72, 26, 76]","[54, -3, -1]","[46, 72, -59]","[72, 26, 76]","[46, 72, -59]","[54, -3, -1]",0,orange,far
"[58, -5, -44]","[70, 19, 71]","[53, -1, -1]","[58, -5, -44]","[70, 19, 71]","[53, -1, -1]",0,blue,far
"[35, 50, -72]","[49, 82, -63]","[44, 69, -63]","[44, 69, -63]","[35, 50, -72]","[49, 82, -63]",1,blue,close
"[40, 54, -61]","[52, 32, 33]","[89, -29, 86]","[52, 32, 33]","[40, 54, -61]","[89, -29, 86]",1,purple,far
"[58, -12, -5]","[54, 82, 21]","[49, 47, -24]","[49, 47, -24]","[54, 82, 21]","[58, -12, -5]",2,green,far
"[49, 69, -48]","[41, 80, -84]","[65, -9, 38]","[65, -9, 38]","[41, 80, -84]","[49, 69, -48]",2,magenta,split
"[69, -9, 50]","[48, 10, -17]","[80, -65, 74]","[69, -9, 50]","[48, 10, -17]","[80, -65, 74]",0,brown,far
"[54, -6, 3]","[50, 56, 45]","[49, 30, -14]","[50, 56, 45]","[49, 30, -14]","[54, -6, 3]",2,gray,far
"[69, -32, 50]","[85, -79, 63]","[83, -61, 77]","[83, -61, 77]","[85, -79, 63]","[69, -32, 50]",2,brown,close
"[34, 55, -78]","[38, 54, -67]","[47, 57, 1]","[38, 54, -67]","[34, 55, -78]","[47, 57, 1]",1,blue,split
"[47, 62, 10]","[72, -34, 56]","[42, 73, -74]","[72, -34, 56]","[42, 73, -74]","[47, 62, 10]",2,red,far
"[59, -8, 17]","[72, -23, 56]","[55, -8, -24]","[72, -23, 56]","[59, -8, 17]","[55, -8, -24]",1,brown,split
"[47, 9, -40]","[54, -1, 0]","[72, -51, 19]","[47, 9, -40]","[54, -1, 0]","[72, -51, 19]",0,blue,far
"[53, 82, -43]","[44, 79, -76]","[48, 75, -57]","[48, 75, -57]","[53, 82, -43]","[44, 79, -76]",1,magenta,close
"[62, -36, 19]","[86, -47, -10]","[50, 19, 13]","[50, 19, 13]","[62, -36, 19]","[86, -47, -10]",1,green,far
"[52, 90, -71]","[56, 89, -26]","[58, -6, 16]","[56, 89, -26]","[58, -6, 16]","[52, 90, -71]",2,purple,split
"[67, -32, -4]","[62, -15, -34]","[84, -76, 79]","[62, -15, -34]","[84, -76, 79]","[67, -32, -4]",2,teal,far
"[37, 79, -97]","[56, 67, 67]","[54, -5, -10]","[56, 67, 67]","[37, 79, -97]","[54, -5, -10]",1,purple,far
"[64, -39, 18]","[63, -23, -5]","[47, 39, -3]","[64, -39, 18]","[63, -23, -5]","[47, 39, -3]",0,green,split
"[56, 4, 18]","[55, 88, -46]","[66, -41, 43]","[56, 4, 18]","[55, 88, -46]","[66, -41, 43]",0,brown,far
"[55, -6, 5]","[59, -20, 1]","[57, -6, 13]","[55, -6, 5]","[57, -6, 13]","[59, -20, 1]",0,gray,close
"[84, -54, 79]","[51, 75, -38]","[64, 31, 65]","[64, 31, 65]","[51, 75, -38]","[84, -54, 79]",2,green,far
"[50, 76, 5]","[51, 4, -7]","[72, -19, 55]","[51, 4, -7]","[50, 76, 5]","[72, -19, 55]",1,pink,far
"[48, 69, 35]","[47, 62, 12]","[53, 1, -1]","[47, 62, 12]","[53, 1, -1]","[48, 69, 35]",2,red,split
"[70, 1, 60]","[32, 68, -93]","[90, -57, 2]","[90, -57, 2]","[70, 1, 60]","[32, 68, -93]",1,yellow,far
"[61, 13, 45]","[55, 1, 11]","[68, -51, 31]","[55, 1, 11]","[68, -51, 31]","[61, 13, 45]",2,orange,split
"[47, 76, -62]","[33, 63, -86]","[61, -35, 31]","[47, 76, -62]","[33, 63, -86]","[61, -35, 31]",0,purple,split
"[59, -25, 14]","[56, -3, 10]","[84, -55, 4]","[84, -55, 4]","[56, -3, 10]","[59, -25, 14]",2,green,split
"[53, 1, 1]","[55, 6, 17]","[49, 19, 3]","[53, 1, 1]","[49, 19, 3]","[55, 6, 17]",0,gray,close
"[66, -33, 1]","[61, -20, -6]","[55, -8, 5]","[55, -8, 5]","[66, -33, 1]","[61, -20, -6]",1,teal,close
"[55, 48, 54]","[50, 3, -15]","[54, 87, -58]","[55, 48, 54]","[50, 3, -15]","[54, 87, -58]",0,orange,far
"[52, 7, -3]","[43, 74, -72]","[75, -18, 61]","[52, 7, -3]","[75, -18, 61]","[43, 74, -72]",0,gray,far
"[51, 76, -18]","[47, 57, -44]","[74, -68, 61]","[74, -68, 61]","[47, 57, -44]","[51, 76, -18]",2,pink,split
"[60, -17, -6]","[59, -23, 22]","[47, 47, -37]","[60, -17, -6]","[47, 47, -37]","[59, -23, 22]",0,blue,split
"[47, 35, -81]","[44, 14, -34]","[35, 61, -80]","[44, 14, -34]","[35, 61, -80]","[47, 35, -81]",2,blue,close
"[78, -75, 71]","[50, 37, 33]","[50, 19, -7]","[50, 37, 33]","[78, -75, 71]","[50, 19, -7]",1,green,far
"[44, 24, -35]","[50, 44, 38]","[57, -3, 15]","[44, 24, -35]","[57, -3, 15]","[50, 44, 38]",0,purple,far
"[38, 31, -56]","[48, 6, -24]","[88, -67, 22]","[48, 6, -24]","[88, -67, 22]","[38, 31, -56]",2,blue,split
"[77, -54, 69]","[71, 10, 69]","[49, 32, -13]","[49, 32, -13]","[71, 10, 69]","[77, -54, 69]",2,green,far
"[50, 15, -14]","[53, 3, 3]","[54, -1, 1]","[50, 15, -14]","[53, 3, 3]","[54, -1, 1]",0,purple,close
"[50, 28, -16]","[48, 33, -3]","[53, 4, -2]","[48, 33, -3]","[53, 4, -2]","[50, 28, -16]",2,purple,close
"[49, 71, -22]","[80, -55, 73]","[86, -5, 85]","[86, -5, 85]","[49, 71, -22]","[80, -55, 73]",1,pink,far
"[50, 71, 56]","[54, 0, 0]","[40, 35, -50]","[54, 0, 0]","[50, 71, 56]","[40, 35, -50]",1,red,far
"[49, 71, -10]","[49, 33, -12]","[46, 55, -44]","[49, 71, -10]","[49, 33, -12]","[46, 55, -44]",0,pink,close
"[51, 34, 31]","[46, 54, 22]","[51, -1, -23]","[51, -1, -23]","[46, 54, 22]","[51, 34, 31]",2,orange,split
"[56, 44, 54]","[54, 84, -20]","[78, -20, 67]","[78, -20, 67]","[56, 44, 54]","[54, 84, -20]",1,orange,far
"[54, -3, 0]","[55, -2, 6]","[86, -84, 81]","[86, -84, 81]","[54, -3, 0]","[55, -2, 6]",1,gray,split
"[55, 18, 31]","[56, 60, 64]","[59, 45, 62]","[59, 45, 62]","[56, 60, 64]","[55, 18, 31]",2,brown,close
"[77, -74, 67]","[54, -2, 3]","[34, 72, -94]","[34, 72, -94]","[77, -74, 67]","[54, -2, 3]",1,green,far
"[65, -49, 40]","[65, -9, 37]","[47, 16, -25]","[65, -49, 40]","[65, -9, 37]","[47, 16, -25]",0,green,split
"[58, 3, 24]","[75, -2, 69]","[41, 23, -49]","[58, 3, 24]","[75, -2, 69]","[41, 23, -49]",0,brown,far
"[55, -6, -34]","[66, -28, 42]","[63, 7, 45]","[63, 7, 45]","[55, -6, -34]","[66, -28, 42]",1,blue,far
"[73, -43, 61]","[79, -23, 69]","[48, 54, -13]","[79, -23, 69]","[48, 54, -13]","[73, -43, 61]",2,green,split
"[83, -34, 77]","[74, -28, 61]","[49, 34, -15]","[74, -28, 61]","[49, 34, -15]","[83, -34, 77]",2,yellow,split
"[57, 9, -62]","[74, -57, 63]","[59, 6, 32]","[57, 9, -62]","[74, -57, 63]","[59, 6, 32]",0,blue,far
"[59, -24, 12]","[45, 38, -39]","[63, -10, -44]","[63, -10, -44]","[45, 38, -39]","[59, -24, 12]",2,green,far
"[55, 14, 26]","[61, 20, 53]","[53, 24, 29]","[61, 20, 53]","[55, 14, 26]","[53, 24, 29]",1,brown,close
"[40, 33, -50]","[44, 26, -67]","[68, 17, 67]","[44, 26, -67]","[40, 33, -50]","[68, 17, 67]",1,purple,split
"[65, -23, -22]","[47, 53, 0]","[88, -56, 84]","[65, -23, -22]","[47, 53, 0]","[88, -56, 84]",0,blue,far
"[71, -38, 56]","[76, -23, 63]","[51, 15, 11]","[76, -23, 63]","[51, 15, 11]","[71, -38, 56]",2,green,split
"[51, 1, -33]","[48, 24, 5]","[79, -76, 69]","[51, 1, -33]","[79, -76, 69]","[48, 24, 5]",0,blue,far
"[61, -19, -4]","[47, 64, -49]","[88, -65, 19]","[61, -19, -4]","[47, 64, -49]","[88, -65, 19]",0,gray,far
"[83, -72, 42]","[48, 47, 32]","[60, -18, -4]","[48, 47, 32]","[83, -72, 42]","[60, -18, -4]",1,green,far
"[62, -25, -1]","[67, -29, -12]","[81, -37, 74]","[67, -29, -12]","[62, -25, -1]","[81, -37, 74]",1,gray,split
"[50, 75, -50]","[90, -41, 87]","[47, 59, 42]","[47, 59, 42]","[50, 75, -50]","[90, -41, 87]",1,purple,far
"[45, 16, -53]","[60, -21, -1]","[47, 57, 2]","[47, 57, 2]","[45, 16, -53]","[60, -21, -1]",1,blue,far
"[45, 13, -37]","[47, 44, -36]","[76, -51, 10]","[45, 13, -37]","[76, -51, 10]","[47, 44, -36]",0,blue,split
"[53, 90, -66]","[76, -35, 66]","[53, 1, 0]","[76, -35, 66]","[53, 1, 0]","[53, 90, -66]",2,purple,far
"[42, 51, -55]","[33, 54, -83]","[47, 8, -30]","[33, 54, -83]","[42, 51, -55]","[47, 8, -30]",1,purple,close
"[51, 3, -7]","[58, -13, -7]","[85, -33, 80]","[51, 3, -7]","[58, -13, -7]","[85, -33, 80]",0,purple,split
"[54, 13, 21]","[34, 51, -83]","[70, -54, 55]","[70, -54, 55]","[54, 13, 21]","[34, 51, -83]",1,brown,far
"[46, 24, -30]","[50, 74, -34]","[49, 73, 41]","[50, 74, -34]","[49, 73, 41]","[46, 24, -30]",2,blue,split
"[44, 22, -35]","[47, 41, -35]","[57, -19, 15]","[44, 22, -35]","[57, -19, 15]","[47, 41, -35]",0,blue,split
"[87, -70, 31]","[52, 81, -26]","[46, 55, 26]","[52, 81, -26]","[46, 55, 26]","[87, -70, 31]",2,green,far
"[52, 81, -32]","[72, -35, 57]","[59, -17, 0]","[72, -35, 57]","[59, -17, 0]","[52, 81, -32]",2,pink,far
"[50, 16, -16]","[52, 12, 11]","[50, 86, -68]","[50, 86, -68]","[52, 12, 11]","[50, 16, -16]",2,gray,split
"[39, 34, -69]","[53, 83, -41]","[66, -46, 45]","[53, 83, -41]","[66, -46, 45]","[39, 34, -69]",2,blue,far
"[54, 0, 0]","[78, -59, 70]","[47, 62, 29]","[78, -59, 70]","[47, 62, 29]","[54, 0, 0]",2,gray,far
"[69, -46, 16]","[60, -24, 6]","[57, -17, 14]","[57, -17, 14]","[60, -24, 6]","[69, -46, 16]",2,green,close
"[47, 8, -31]","[52, 1, -6]","[71, -61, 49]","[52, 1, -6]","[47, 8, -31]","[71, -61, 49]",1,blue,split
"[47, 41, 6]","[78, -57, 18]","[46, 10, -34]","[46, 10, -34]","[47, 41, 6]","[78, -57, 18]",1,red,far
"[57, 22, 42]","[50, 42, 34]","[68, -51, 49]","[57, 22, 42]","[50, 42, 34]","[68, -51, 49]",0,orange,split
"[60, -6, 22]","[66, -40, 44]","[59, -16, 21]","[59, -16, 21]","[60, -6, 22]","[66, -40, 44]",1,brown,close
"[55, -6, 5]","[47, 75, -60]","[84, -51, -2]","[55, -6, 5]","[84, -51, -2]","[47, 75, -60]",0,gray,far
"[54, 0, 0]","[55, -8, -14]","[73, -48, 10]","[55, -8, -14]","[54, 0, 0]","[73, -48, 10]",1,gray,split
"[45, 33, -36]","[51, 14, -9]","[54, 24, 32]","[54, 24, 32]","[51, 14, -9]","[45, 33, -36]",2,purple,split
"[50, 2, -24]","[49, 23, -21]","[84, -75, 49]","[84, -75, 49]","[49, 23, -21]","[50, 2, -24]",2,blue,split
"[65, -31, 0]","[62, -17, 28]","[58, -11, 16]","[62, -17, 28]","[65, -31, 0]","[58, -11, 16]",1,blue,close
"[57, 62, 66]","[51, 72, 59]","[67, -6, 48]","[67, -6, 48]","[57, 62, 66]","[51, 72, 59]",1,orange,split
"[66, -47, 28]","[66, -12, 39]","[54, -2, 2]","[66, -47, 28]","[66, -12, 39]","[54, -2, 2]",0,green,split
"[59, -22, 9]","[62, -8, 27]","[47, 13, -21]","[59, -22, 9]","[62, -8, 27]","[47, 13, -21]",0,green,split
"[53, 2, -1]","[51, 7, -8]","[51, -1, -25]","[51, 7, -8]","[51, -1, -25]","[53, 2, -1]",2,gray,close
"[59, -15, -6]","[56, -16, 10]","[50, 74, 57]","[56, -16, 10]","[59, -15, -6]","[50, 74, 57]",1,blue,split
"[63, -14, 29]","[68, -18, 45]","[59, -27, 22]","[59, -27, 22]","[68, -18, 45]","[63, -14, 29]",2,brown,close
"[81, -44, -10]","[80, -45, 73]","[53, 18, 24]","[80, -45, 73]","[81, -44, -10]","[53, 18, 24]",1,blue,far
"[88, -48, 84]","[68, -58, 51]","[40, 25, -54]","[40, 25, -54]","[68, -58, 51]","[88, -48, 84]",2,yellow,split
"[89, -39, 85]","[64, -24, -14]","[54, 4, 11]","[54, 4, 11]","[64, -24, -14]","[89, -39, 85]",2,yellow,far
"[57, 51, 61]","[85, -76, 81]","[55, -7, 3]","[57, 51, 61]","[85, -76, 81]","[55, -7, 3]",0,orange,far
"[60, -30, 21]","[53, 23, 27]","[40, 25, -48]","[40, 25, -48]","[53, 23, 27]","[60, -30, 21]",2,green,far
"[58, -17, 19]","[61, -26, 7]","[63, -41, 29]","[58, -17, 19]","[63, -41, 29]","[61, -26, 7]",0,brown,close
"[61, 15, 48]","[54, -4, -6]","[72, -61, 43]","[61, 15, 48]","[72, -61, 43]","[54, -4, -6]",0,orange,far
"[69, -59, 48]","[47, 33, 15]","[55, -6, -7]","[47, 33, 15]","[55, -6, -7]","[69, -59, 48]",2,green,far
"[55, -2, 6]","[56, -11, -14]","[55, -9, 7]","[56, -11, -14]","[55, -2, 6]","[55, -9, 7]",1,gray,close
"[68, -7, 50]","[48, 57, -18]","[79, -58, 17]","[79, -58, 17]","[48, 57, -18]","[68, -7, 50]",2,gold,far
"[47, 66, 37]","[53, 81, 3]","[63, -30, 3]","[47, 66, 37]","[53, 81, 3]","[63, -30, 3]",0,red,split
"[54, -3, -1]","[51, 12, 2]","[47, 43, 6]","[54, -3, -1]","[47, 43, 6]","[51, 12, 2]",0,gray,close
"[61, 11, 43]","[37, 48, -67]","[62, -24, -3]","[62, -24, -3]","[61, 11, 43]","[37, 48, -67]",1,gold,far
"[48, 51, -21]","[83, -14, 78]","[56, -10, 1]","[48, 51, -21]","[56, -10, 1]","[83, -14, 78]",0,violet,far
"[51, 9, -10]","[50, 18, 13]","[82, -69, 38]","[50, 18, 13]","[51, 9, -10]","[82, -69, 38]",1,gray,split
"[66, 41, 72]","[72, -56, 29]","[51, 0, -15]","[51, 0, -15]","[72, -56, 29]","[66, 41, 72]",2,orange,far
"[69, -50, 26]","[76, -49, 7]","[65, -9, 35]","[69, -50, 26]","[76, -49, 7]","[65, -9, 35]",0,green,split
"[55, -6, 1]","[60, -3, 27]","[70, -16, -42]","[55, -6, 1]","[60, -3, 27]","[70, -16, -42]",0,gray,split
"[57, 16, 37]","[62, -14, 28]","[38, 67, -76]","[38, 67, -76]","[57, 16, 37]","[62, -14, 28]",1,tan,far
"[66, -42, 16]","[38, 51, -64]","[56, 3, 17]","[56, 3, 17]","[66, -42, 16]","[38, 51, -64]",1,green,far
"[50, 70, -30]","[63, -25, 34]","[63, 13, 50]","[50, 70, -30]","[63, 13, 50]","[63, -25, 34]",0,violet,far
"[56, 90, -50]","[53, 6, 10]","[59, -20, 2]","[53, 6, 10]","[59, -20, 2]","[56, 90, -50]",2,violet,far
"[51, 12, 7]","[46, 54, 21]","[82, -59, 16]","[51, 12, 7]","[82, -59, 16]","[46, 54, 21]",0,brown,split
"[61, -33, 22]","[54, 16, 26]","[46, 15, -27]","[61, -33, 22]","[54, 16, 26]","[46, 15, -27]",0,green,far
"[37, 71, -85]","[51, 15, -63]","[52, 8, -8]","[51, 15, -63]","[52, 8, -8]","[37, 71, -85]",2,purple,far
"[50, 65, -42]","[70, -31, 52]","[51, 49, 44]","[51, 49, 44]","[50, 65, -42]","[70, -31, 52]",1,violet,far
"[64, 0, 42]","[86, -71, 82]","[55, -8, 5]","[86, -71, 82]","[64, 0, 42]","[55, -8, 5]",1,tan,far
"[47, 66, 37]","[64, -46, 36]","[34, 49, -79]","[64, -46, 36]","[34, 49, -79]","[47, 66, 37]",2,red,far
"[85, -6, 84]","[77, -33, -24]","[49, 70, -9]","[77, -33, -24]","[49, 70, -9]","[85, -6, 84]",2,gold,far
"[54, -1, 3]","[58, -19, 6]","[47, 55, 0]","[54, -1, 3]","[47, 55, 0]","[58, -19, 6]",0,gray,split
"[71, -63, 54]","[42, 77, -78]","[53, 3, 1]","[71, -63, 54]","[42, 77, -78]","[53, 3, 1]",0,green,far
"[52, 9, -5]","[46, 21, -28]","[47, 43, -35]","[47, 43, -35]","[52, 9, -5]","[46, 21, -28]",1,gray,close
"[85, -83, 79]","[32, 59, -86]","[49, 52, -29]","[85, -83, 79]","[32, 59, -86]","[49, 52, -29]",0,green,far
"[77, -53, 11]","[57, -13, 4]","[81, -14, 75]","[57, -13, 4]","[81, -14, 75]","[77, -53, 11]",2,teal,far
"[55, -6, -2]","[74, -61, 35]","[51, 11, -10]","[74, -61, 35]","[55, -6, -2]","[51, 11, -10]",1,gray,far
"[68, -34, 48]","[52, 77, -46]","[54, -6, 5]","[52, 77, -46]","[68, -34, 48]","[54, -6, 5]",1,green,far
"[63, 45, 69]","[50, 2, -38]","[56, 3, 17]","[50, 2, -38]","[56, 3, 17]","[63, 45, 69]",2,orange,far
"[51, 75, 62]","[65, -49, 41]","[44, 31, -73]","[51, 75, 62]","[65, -49, 41]","[44, 31, -73]",0,red,far
"[43, 44, -48]","[53, 2, 4]","[76, -71, 69]","[76, -71, 69]","[43, 44, -48]","[53, 2, 4]",1,purple,far
"[46, 32, -31]","[35, 55, -88]","[60, -21, 23]","[60, -21, 23]","[35, 55, -88]","[46, 32, -31]",2,purple,far
"[58, -3, -47]","[46, 79, -69]","[54, -2, 4]","[58, -3, -47]","[46, 79, -69]","[54, -2, 4]",0,blue,far
"[49, 83, -66]","[92, -13, 91]","[54, 0, 0]","[54, 0, 0]","[49, 83, -66]","[92, -13, 91]",1,purple,far
"[57, 91, -44]","[63, 30, 62]","[67, -55, 47]","[67, -55, 47]","[63, 30, 62]","[57, 91, -44]",2,magenta,far
"[77, -54, 14]","[76, -71, 63]","[68, -13, 44]","[77, -54, 14]","[68, -13, 44]","[76, -71, 63]",0,blue,split
"[47, 47, 30]","[49, 3, -28]","[64, -35, 39]","[64, -35, 39]","[49, 3, -28]","[47, 47, 30]",2,red,far
"[64, -25, 36]","[55, -11, 6]","[43, 82, -85]","[64, -25, 36]","[55, -11, 6]","[43, 82, -85]",0,green,split
"[53, 5, 5]","[54, -3, 0]","[49, 44, -23]","[53, 5, 5]","[49, 44, -23]","[54, -3, 0]",0,tan,split
"[84, -2, 84]","[58, -13, 15]","[48, 45, -33]","[48, 45, -33]","[58, -13, 15]","[84, -2, 84]",2,yellow,far
